result,ratio,cadical-CPU,ReEncode-CPU,ccdclMinus-CPU,ccdcl-CPU,ccdclPlus-CPU,cadical-Wall,ReEncode-Wall,ccdclMinus-Wall,ccdcl-Wall,ccdclPlus-Wall,Name
UNKNOWN,0.704213685,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,142aad09e92ae1db4a93942feb9fb929-phnf-size10-exclusive-equilarge_m1.used-as.sat04-898.shuffled-as.sat05-4191
UNKNOWN,0.023508137,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,1449a115a5f2378e73dcbda3fa0c0425-php-014-012.shuffled-as.sat05-1173
UNSAT,0.872955975,0,0,0,0,0,0.01,0,0.01,0.01,0.01,144ea08141644f262848c91e74653725-C202_FW_SZ_61
SAT,0.755141033,27.3,38.14,24.62,42.61,11.4,28.16,38.21,24.61,42.66,11.42,14586ca8c72a92b53755c036c38c2cef-UCG-10-10p1
SAT,0.002560819,1.95,0.08,30.18,25.43,0,1.81,0.01,30.06,25.48,0.01,1482c70e79304f719835696bed633da5-php-040-040.shuffled-as.sat05-1166
SAT,0.004991681,0,0,0,0,0,0.01,0.01,0.01,0.01,0.01,149295422d7a647d48da377e0a4caea2-fphp-025-025.shuffled-as.sat05-1205
SAT,0.304650145,5000,4039.09,5000,5000,5000,5000,4066.03,5000,5000,5000,14d50d670d9ce9f8f4d7bf3b684059b2-sgp_6-6-10.shuffled-as.sat05-2670
SAT,0.857142857,0,0,0,0.06,0,0.01,0,0.01,0.01,0.01,14ddd0d10d662feeb6fc411df57c9b5f-289-sat-5x8
SAT,0.001514387,0.01,0,0.02,0,0.12,0.04,0.01,0.05,0.01,0.16,14e21c70a36bbf25a525d835ceab52da-fphp-045-045.shuffled-as.sat05-1209
SAT,0.145363409,0.06,0,0,0.05,0,0.07,0,0.07,0.02,0.01,14f630622696acf0317df1ff5e20b1e9-bart22.shuffled
SAT,0.347473257,0.17,0.2,0.17,0.13,0.06,0.1,0.1,0.2,0.07,0.21,151a12771ab52c3b85df72a3d1f7f32d-ferry7_v01i.renamed-as.sat05-4003
UNKNOWN,0.064236111,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,1527378fc216e0506bf8b63d0fad56be-randomG-Mix-n18-d05
UNKNOWN,0.36014389,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,153ae9caeac33a9b65982713f54d4387-rbsat-v2100c215164g4-sc2011
UNSAT,0.56144141,0,0,0.18,0,0,0.02,0.03,0.02,0.02,0.02,15a96101f9621bd5ed5edf9540c54f55-example2_gr_rcs_w5.shuffled
SAT,0.894874889,76.97,132.86,9.02,280.2,407.46,77.19,134.25,8.9,284.22,408.01,15cee83ee0a81237829a90803d8af228-em_7_3_6_fbc
SAT,0.685410334,0,0,0,0,0,0.01,0,0.01,0,0.01,166a6b3d34c99e539a4f1e431d2181eb-term1_gr_rcs_w4.shuffled
UNSAT,0.381732042,5000,232.49,5000,5000,5000,5000,233.15,5000,5000,5000,167b736959aa8c9e5d38409755277a53-vlsat2_56_1042
UNSAT,0.479050472,1488.71,3876.13,1873.48,2092.24,2698.37,1492.05,3896.09,1878.47,2099.2,2703.88,169e8bcebaebcbb9ff2ba8233fea0dd3-gripper14u.shuffled-as.sat03-397
SAT,0.313890353,5000,2462.38,1265.92,3943.84,1045.3,5000,2490.1,1268.85,3954.89,1048.07,16c27d738cb45b766b8823ca4f428cf0-rbsat-v760c43649gyes7
UNKNOWN,0.862459519,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,16ca7cd1af0f7102faf95131822ace7e-TimetableCNFEncoding_3_UNKNOWN
UNKNOWN,0.318371382,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,16d792afbb01388f5e2e544632908581-SGI_30_80_26_70_4-dir.shuffled-as.sat03-207
UNKNOWN,0.854076307,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,1717ecb490563208071b191dd0b1775c-fclqcolor-16-11-14.shuffled-as.sat05-1285
SAT,0.347721028,5000,2222.59,5000,5000,4783.25,5000,2231.13,5000,5000,4817.14,173a34a4397f1e0bc6411426ae62acaf-rbsat-v1375c111739gyes5
SAT,0.379581796,0,0.1,0,0,0,0.01,0.01,0.01,0.01,0.01,17984e46b3a82eec5fc5954f434f5b55-driverlog3_ks99i.renamed-as.sat05-3953
UNSAT,0.757535888,840.12,239.68,312.29,484.61,485.42,844.29,242.45,314.31,485.46,488.27,17d01710d82e86967d43abc639f6476b-rook-42-1-1
UNSAT,0.884090668,124.04,134.23,964.89,1070.39,879.18,125.55,134.56,969.72,1073.64,880.22,17e185a418231679210ed46269fd9155-crafted_n12_d6_c3_num10
UNKNOWN,0.25,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,17eaed68dbdd4c7458eead7ae07364c4-sgen3-n240-s78945233-sat
SAT,0.552878294,38.35,32.18,28.02,32.49,34.19,38.44,32.24,28.14,32.79,35.2,17ef99c61659c974ae00f1b9bf092cdf-CNP-5-1700
SAT,0.204916495,2.68,8.94,3.28,1.27,1.38,2.61,8.9,3.19,1.26,1.34,18206ac7c3066f7d7f5eb614ede7ea96-qwh.35.405.shuffled-as.sat03-1651
UNKNOWN,0.000631563,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,18327e9a1de2f0d294c0c20e754c58aa-harder-fphp-070-069.sat05-1240.reshuffled-07
SAT,0.544619289,6.76,6.37,21.97,14.05,8.45,6.64,6.29,21.91,14,8.35,1874a7dc05a2c2bbb28241515ea32323-gripper10.shuffled-as.sat03-388
UNSAT,0.037433155,258.75,137.47,444.01,450.63,361.55,260.06,137.78,445.21,452.72,362.42,1890f49a43a94b97828528b68c32b78e-homer11.shuffled
UNSAT,0.781307278,465.43,427.9,578.69,664.83,664.24,467.8,429.28,582.71,665.4,664.39,18c8ebb6caa830bbb3a5ac3ba7c5bd90-UCG-20-10p0
SAT,0.308621045,2443.29,1.42,686.74,11.04,240.63,2455.9,1.22,693.62,11.06,243.22,18d2bfd6b4360d5e1140134a5420da0b-rbsat-v760c43649gyes6
UNKNOWN,0.190747061,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,19751d30322bca91858b2df1b29d04ca-bqwh.40.1.520.shuffled-as.sat05-432
SAT,0.857814637,4104.71,1115.17,5000,137.88,2063.74,4127.42,1118.05,5000,140.13,2073.31,19a72fc66cf0e46348b0f17aa5550225-manthey_DimacsSorterHalf_37_3
UNSAT,0.822302096,2.69,3.32,2.63,2.07,3.26,2.63,3.38,2.64,2.08,3.22,19f63977cd3dca75b4efac7ed6b840c3-barman-pfile08-032.sas.ex.7
UNSAT,0.335659963,365.81,253.05,282.32,406.82,374.73,368.62,254.47,283.27,410.06,376.78,1a3320d3cf32f211b3e7b875745713e2-sokoban-p20.sas.cr.21
SAT,0.797101575,206.05,325.76,326.39,113.67,368.96,206.27,326.23,326.65,114.1,370.1,1a3400dc32a3859afb20566a4ded9606-ACG-15-10p1
UNKNOWN,0.295554482,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,1a3bef9e03bab1ed4e9e34506d72a451-le450_25b.col.25
SAT,0.324978088,0.07,0.04,0.06,0,5000,0.07,0.07,0.07,0.03,5000,1a3f3a5b235c087c41ba255cbe0c7521-srhd-sgi-m37-q505.75-n35-p15-s48276711
UNKNOWN,0.001834862,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,1a418d6c8aad501ecb7b47310a3b80ea-php-050-040.shuffled-as.sat05-1182
UNSAT,0.749920638,17.75,15.53,18.05,23.8,20.55,17.76,15.48,18,23.79,20.59,1a828f3b11399d2e9c0709e5b322891a-UR-10-5p0
SAT,0.16635514,0,0,0,0,0.06,0.01,0.01,0.01,0.01,0,1ac3aaccb392d349f2982f2bda21fb5a-bart15.shuffled
SAT,0.435584232,267.62,1706.24,3715.48,5000,3840,268.98,1715.7,3729.71,5000,3850.92,1b14628a6605fc607c6d99d3d783251a-full-bf-ga-7-ce
UNSAT,0.755595478,4740.99,1960.3,5000,5000,5000,4786.14,1966.21,5000,5000,5000,1b3c7ac17705be94daaddb5f5ae4816b-rook-56-0-0
UNSAT,0.480144404,1318.58,2984.02,5000,442.7,435.18,1321.52,2996.07,5000,443.3,435.84,1b72d2cd3e978b7ad976b6f1d2174dd4-edges-070-3-10062999-36
UNSAT,0.714285714,0,0,0.05,0.06,0,0.02,0.02,0.01,0.02,0.02,1b7ace91c2783cc58a4c3bba7f95d122-rope_0007.shuffled
UNKNOWN,0.841275495,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,1c1d04b20da61c0bc2328cdca8b8aa3a-Timetable_C_241_E_45_Cl_16_S_14
SAT,0.004716981,0,0,0,0,0,0.01,0,0.01,0,0.02,1c208d3e82f5a8398aa048db7a2d7c25-satsgi-n24himBHm27-p0-q257
UNKNOWN,0.314134758,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,1c5402f2cdb730ec6545392312d582b2-sokoban-p16.sas.cr.39
UNKNOWN,0.350965165,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,1c5a8f591b12518ccb1f8d442b3cfc3b-rbsat-v2400c266431g10
UNSAT,0.781745004,2.64,2.81,2.8,2.49,2.95,2.68,2.87,2.8,2.43,2.86,1c891fbaddf0ed1ca3e0db38e80f2a54-UR-20-5t0
UNKNOWN,0.261758691,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,1ceaa7ab8e959e87cf46811a47c48451-hgen8-n320-03-S1572374531.sat05-485.reshuffled-07
UNSAT,0.261023003,54.37,80.09,65.79,72.99,81.3,54.06,80.7,65.63,73.17,81.25,1d4daeeddbdeb9ad48c15e96469d1a3f-SGI_30_50_30_20_1-dir.shuffled-as.sat05-439
UNKNOWN,0.119531686,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,1d567dd1fccbe35405eeda280c4ca15d-bqwh.60.1080.shuffled-as.sat03-1649
UNKNOWN,0.829832488,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,1dce69ee6685597d6c56e5fd7a47f8e0-SC21_Timetable_C_136_E_41_Cl_9_S_15
UNSAT,0.264379042,1163.74,1368.4,1307.35,1260.31,1311.47,1167.67,1374.18,1313.27,1272.57,1320.16,1e35d939af7897ca53f87757754adec9-SGI_30_70_20_60_10-dir.shuffled-as.sat03-144
SAT,0.77334916,74.95,40.49,53.59,55.66,38.23,74.99,40.59,54.25,56.31,38.32,1e62a8b371d5a7de99faffc52d915e26-ACG-10-10p1
SAT,0.768943836,188.18,126.5,31.27,74.96,45.21,189.22,127.73,31.33,75.1,49.22,1e91b465bc8ea51467272b44487428f8-openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_1.085-SAT
SAT,0.784633395,118.56,105.27,119.04,173.54,183.27,119.22,105.59,119.14,174.56,183.49,1eaa50c1a65464ef6a3f65f46f6d1a44-UCG-20-5p1
UNKNOWN,0.010459838,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,1ed4590c1a44678115ccb2e049d22888-harder-fphp-018-017.sat05-1231.reshuffled-07
UNKNOWN,0.365865322,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,1ee2f05c4c77daa720f71a90358d5b2c-rbsat-v2640c305320gyes2
UNKNOWN,0.320552038,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,1efff2f19436cee8ee776c96ffd72f9c-rbsat-v2400c266431g6
UNKNOWN,0.88158217,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,1f413718bf393d43d31a1e498fc4d123-SocialGolfers-6-6-6-cp_c18
UNSAT,0.510487458,0.31,0.08,0.3,0,0.07,0.05,0.04,0.04,0.04,0.04,1f693da03f63d7fe318e511fe32fd09d-c880_gr_rcs_w5.shuffled
SAT,0.331331632,0,0.07,0,0.08,0,0.01,0.01,0.02,0.01,0.02,1f7e236253031580d95de12d3c92dc13-ferry6_ks99a.shuffled-as.sat05-4063
SAT,0.816163331,1133.69,357.35,1149.31,1574.02,1029.71,1138.14,357.65,1153.89,1584.25,1030.32,1f81f7e009f501014cb23a8c2d41836f-ACG-20-10p1
SAT,0.299895575,4.04,136.63,9.22,22.39,9.29,4.05,137.06,9.29,22.58,9.33,200023103e35069382ed4b62bf1ac984-em_11_3_4_all
SAT,0.356663383,21.38,81.89,100.14,27.01,150.49,21.22,83.09,100.24,27.08,152.22,204e7d9bbcc53a46ffd754645096f361-rbsat-v760c43649gyes8
SAT,0.284462113,0.17,0.1,0,0,0.01,0.02,0.03,0.02,0.01,0.06,20591b26327456307f9df4a314566d9b-ferry9_v01a.renamed-as.sat05-4009
SAT,0.363664397,5000,5000,4820.17,5000,5000,5000,5000,4839.06,5000,5000,208ce3add563b1e398668ec07a73950d-rbsat-v1150c84314gyes2
UNSAT,0.757501704,1404.79,290.12,1349.04,1275.27,1433.43,1407.81,290.77,1356.41,1280.37,1437.7,2115182958f6cfb5a172a24f989b86dd-rook-42-0-1
SAT,0.008130081,0,0,0,0,0.06,0,0.01,0,0.01,0,2160a6c887f1466a336795792346621e-satsgi-n18himBHm21-p0-q167
UNSAT,0.881010199,505.38,520.09,1174.27,1144.27,1365.9,508.09,529.45,1185.66,1150.45,1372.35,217256b141ade2c4d06120f01360f63a-a_rphp035_05
UNKNOWN,0.250145453,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,217ecdc44b66b8f0330e80df7f7acabe-sgp_9-8-8.sat05-2674.reshuffled-07
UNSAT,0.530765979,373.46,156.68,444.05,448.92,268.8,374.65,158.1,444.97,449.74,269.81,21b173943af57eefaac5e88bfa2662ad-shuffling-1-s1769330284-of-bench-sat04-422.used-as.sat04-561
SAT,0.63205593,0.31,0,0.91,0.78,1.04,0.03,0.03,0.64,0.78,0.74,21c8393ab167357d0ae8040c61338bc0-complete-300-0.1-18-98765432130018
SAT,0.328675106,0,0,0,0.13,0,0.03,0.02,0.02,0.01,0.02,21f623f7f53093ddaf792ddadf405a91-satellite4_v01a.renamed-as.sat05-3991
UNKNOWN,0.47080264,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,21fc09c6badfc60aaa85cae664023cc6-vlsat2_30195_3855554.dimacs
UNSAT,0.427471117,168.56,225.77,210.91,1146.79,1091.79,168.84,226.25,211.86,1155.62,1096.33,220a0543b7253ed85a7b1e74741c2e23-hid-uns-enc-6-1-0-0-0-0-28258
SAT,0.805516266,8.33,27.91,31.67,22.21,6.59,7.92,27.61,31.36,21.91,6.29,220bb8aa093e502c47afcdac3140d67c-vmpc_24
UNKNOWN,0.320259279,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,228b368e2e8a292ce787df9b4302de41-rbsat-v2400c266431g5-sc2009
SAT,0.336079901,0.05,0.08,0.22,0.02,0.07,0.22,0.25,0.24,0.1,0.5,228ed6346fd41809b7a013849a1941e5-srhd-sgi-m52-q1041.25-n50-p30-s30907550
SAT,0.446314179,5000,5000,5000,4050.06,5000,5000,5000,5000,4064.34,5000,228ef00b38f04099bececbae99a1bd50-sokoban-sequential-p145-microban-sequential.050-NOTKNOWN
UNSAT,0.75534523,2649.93,1150.29,1678.73,1574.88,3425.64,2658.43,1158.14,1696.97,1581.37,3431.23,229108125d69a62534637e0241cb8f43-rook-59-1-1
SAT,0.583333333,0,0,0,0,0,0.01,0,0.01,0,0,23a92c04ee9248308a18d6a44e5d15f0-battleship-3-5-sat
UNSAT,0.877945371,77.85,127.78,345.04,398.21,612.25,77.9,128.69,345.64,399.14,613.44,23b67ce9686dc0b79edd7e0e61b06867-crafted_n11_d6_c3_num18
SAT,0.010471204,0.5,0,0.07,2.17,0,0.44,0,0.43,2.15,0,23b8cfd9fde410f79db4e8ef6b62f396-php-020-020.shuffled-as.sat05-1162
UNSAT,0.181818182,38.41,0.75,65.13,65.8,55.64,38.48,0.75,65.3,66.49,56.71,23d7a7af88d26be6fcbe7e139271bdc0-battleship-11-11-unsat
UNSAT,0.768388494,260.93,301.02,215.16,264.72,308.99,262.78,301.15,215.4,267.81,310.28,24075575c3dbd9e9eae948dd2241b029-UR-15-10p0
UNSAT,0.664767114,4.07,4.38,3.6,2.41,4.17,3.98,4.39,3.64,2.39,4.2,24316c19acf3abc5f301bc4dc534122b-transport-transport-three-cities-sequential-14nodes-1000size-4degree-100mindistance-4trucks-14packages-2008seed.010-NOTKNOWN
UNKNOWN,0.3092369,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,246f2303c53dd29c983a5a1046639f8d-rbsat-v1150c84314gyes5
SAT,0.603553581,0.2,0,0.14,0.11,0.04,0.22,0.03,0.12,0.03,0.06,24706f6663f0524f28b62e0c8b6abf1e-ferry9.shuffled-as.sat03-386
SAT,0.449889135,226.06,577.73,1210.21,70.62,276.06,226.52,580.17,1214.17,71.04,276.56,2470895824dbab7f80aba329bded081b-frb70-13-2.used-as.sat04-876
UNSAT,0.536699941,5000,258.88,5000,5000,5000,5000,261.73,5000,5000,5000,254379ba985f92132932ecfbeffc9b54-queen13_13.col.13
UNKNOWN,0.327810722,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,25491202cf33a8655c45ccb22a2135f1-sudoku_81x81_unknown
UNKNOWN,0.005043558,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,2565059c258a9e1a45f61df4e0112010-php-030-025.shuffled-as.sat05-1178
SAT,0.624036817,0.03,0.08,0.78,0.92,1.51,0.06,0.06,0.85,0.9,0.96,2593ce669baab42240c2fb85e807452c-complete-400-0.1-3-9876543214003
SAT,0.006644518,0.97,0,3.78,7.81,0,0.93,0,3.75,7.8,0,25b4eff0c424fc1b760cf52562ec9a47-php-025-025.shuffled-as.sat05-1163
SAT,0.339887631,603.81,711.88,67.34,41.73,48.15,607.5,720.52,67.43,42.57,48.19,2609d5f1772bd52e16159b51a986b74d-blocks-blocks-36-0.140-NOTKNOWN
UNKNOWN,0.001253417,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,26752db2c153b9e98f81192227205539-harder-fphp-050-049.sat05-1238.reshuffled-07
SAT,0.29151448,0.29,0.24,0,0,0.27,0.03,0.03,0.04,0.01,0.04,267af66281a78674c63e3b745b1ece66-driverlog8_ks99i.shuffled-as.sat05-4025
UNKNOWN,0.326706406,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,268786234185b8a93051bee4efaad466-rbsat-v2640c305320g4
SAT,0.004587156,1.05,0,6.59,12.68,0,0.98,0,6.85,12.68,0.01,269d92aef52c2d8c729f4212bd29a8e8-php-030-030.shuffled-as.sat05-1164
SAT,0.473904426,6.27,43.45,9.88,27.24,15.21,6.38,43.61,9.88,27.23,15.22,26f3cb325c18149f1c67665c5dc60305-strips-gripper-16t31.shuffled-as.sat05-1146
SAT,0.413882968,468.64,32.96,89.42,44.26,1253.77,470.96,32.97,90.49,44.39,1256.43,276fe9730ff09cafd8c59f44c9c61b4d-full-bf-ga-9-ce
SAT,0.273233416,0.01,0.01,1891.19,1996.85,118.16,0.13,0.13,1905.89,2011.13,118.31,27b42edd231cb71988feaf904ee09793-srhd-sgi-m42-q585-n40-p15-s54275047
SAT,0.271544884,0,0,0,0,0,0.02,0.01,0.02,0.01,0.02,27d45205f506344ebbde9181f7250ab9-sgi-difficult7
UNSAT,0.714285714,129.71,145.99,226.04,212.05,215,130,146.91,226.39,213.63,216.11,27fd9ae083f88130657fa0ed68e5395e-rope_2500.shuffled-as.sat03-1549
UNSAT,0.883419776,116.51,137.93,384.23,797.88,988.5,116.85,138.25,384.74,800.4,990.29,281b453e05e0af0a6c0528f7cadcc9b5-crafted_n12_d6_c3_num22
UNSAT,0.427471117,122.46,113.75,176.11,1019.3,889.29,122.81,114.64,176.86,1028.34,892.92,2851f5ffc9707f963807841a1ebcd839-hid-uns-enc-6-1-0-0-0-0-31380
UNKNOWN,0.446545114,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,28792301119a25fb8edec6cde91eee21-sokoban-sequential-p145-microban-sequential.070-NOTKNOWN
SAT,0.138823529,0.05,0,0.05,0.06,0,0.26,0.01,0.17,0.26,0.01,2889a0f3ef28b77cb06738207393db7c-bart21.shuffled
SAT,0.549772456,412.38,155.77,93.33,503.78,35.82,416.11,157.26,94.02,506.3,35.85,28b3e198ddd246e95d91bbc06e6b2989-CNP-5-1300
UNKNOWN,0.309514892,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,28fa225d18f72d512e1770e29a120d8a-rbsat-v945c61409gyes10
SAT,0.706936514,0.15,0,0.15,0,0,0.02,0.02,0.02,0.01,0.01,28fd76d813030cecbd562147bcd410a0-qg3-8.shuffled
SAT,0.291629047,0,0,0.22,0,0,0.02,0.02,0.03,0.01,0.03,291b081205da454fde95a69f36d3a54a-driverlog8_v01a.shuffled-as.sat05-4037
SAT,0.114895081,0.06,0.87,0.06,0.19,0,0.24,0.84,0.11,0.09,0.01,29220bf1c4ae9e8a55cd572d682ff07b-bart28.shuffled
UNKNOWN,0.358531167,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,297d84b81383231a6580c4e3cdc8875a-rbsat-v2100c215164gyes7
SAT,0.005790338,0,0,0,0,0.09,0.01,0,0.01,0,0.05,29a09ec3c23fdb89ec56032d329e3606-satsgi-n21himBHm25-p0-q212
SAT,0.281202158,0.41,0,0.41,0,0.1,0.03,0.04,0.03,0.01,0.1,29b0174c99904890fbbbd3470e1040ee-srhd-sgi-m32-q326.25-n30-p15-s44266159
UNKNOWN,0.775266792,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,29be431e9dee1550957c8483be4532e4-6g_5color_170_030_04
SAT,0.853249011,49.75,157.62,24.6,18.07,23.76,49.82,157.93,24.81,18.05,23.7,2a15a30186afdad41a49c5c5366d01be-Timetable_C_392_E_62_Cl_26_S_28
SAT,0.359621554,207.05,75.59,44.36,840.78,555.58,207.29,75.87,44.12,842.56,564.39,2a1eb78598e61da31a1d4765c18d026e-rbsat-v945c61409gyes1
UNKNOWN,0.450728868,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,2a3365659589da4f9812e5d96d3935b0-vlsat2_35929_5082743.dimacs
SAT,0.185819209,0,0,0,0,0,0.02,0.01,0.01,0,0.02,2a84c7af7db5cc805e1caa02a0178113-satellite3_v01i.shuffled-as.sat05-4057
UNKNOWN,0.353961538,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,2aab943d5ee5d7b3888f1ca30a453c4f-logistics-unsat-logistics-rotate-11t5.sat05-1141.reshuffled-07
SAT,0.706608702,1994.17,1780.26,551.41,1276.83,503.1,2001.35,1814.97,553.58,1284.14,504.22,2b79a32fe5eab5954569261405d7601c-transport-transport-three-cities-sequential-14nodes-1000size-4degree-100mindistance-4trucks-14packages-2008seed.020-NOTKNOWN
SAT,0.314961662,0,0,0,0,0,0.01,0.02,0.02,0.01,0.01,2b79d33628be6f5c5a3ccc22209fd405-ferry8_ks99a.renamed-as.sat05-4004
SAT,0.270441942,0.02,0.23,0.02,0.03,0.02,0.18,0.21,0.2,0.08,0.42,2b800b372ae6d7746cd5a967d1d16307-srhd-sgi-m47-q742.5-n45-p15-s28972035
UNKNOWN,0.002033512,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,2be29ea62e8b3f85bc0f874a194047b3-fphp-045-035.shuffled-as.sat05-1223
UNSAT,0.3184573,4551.89,1974.35,1694.85,4463.1,2859.06,4567.5,1985.77,1697.27,4472.42,2865.95,2c3c28f6d939d157e909c57a265fc908-mchess_17
UNKNOWN,0.358149014,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,2c7e530bd383ed94fd6da30cbe5d146f-rbsat-v2400c266431gyes7
SAT,0.332295425,3.91,11.69,9.41,6.67,15.1,3.93,11.68,9.39,6.68,16.47,2c7f53ede328263a433d01bfdd1114f2-logistics-rotate-10t6.shuffled-as.sat05-1134
SAT,0.46764027,46.39,50.76,72.59,159.04,85.05,46.53,50.72,72.66,159.73,85.1,2c80f7be9ab93c5bf4651a4aed0cbad4-shuffling-1-s1666656867-of-bench-sat04-427.used-as.sat04-566
SAT,0.806391848,8.5,1.32,1.87,1.43,2.32,8.29,1.52,1.61,1.25,2.1,2ca45059bddd612a5b6a3ce1fa903c04-vmpc_21.renamed-as.sat05-1923
UNSAT,0.698390146,3155.11,3740.66,1352.84,2344.06,2458.76,3168.86,3760.12,1356.43,2355.04,2470.3,2ca513f98cb00bf9ff0ff1f8a9caaf78-openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_1.025-NOTKNOWN
UNSAT,0.812960268,918.36,820.75,1249.03,1233.96,1394.86,921.27,821.73,1249.55,1234.39,1396.06,2cdd8d0f948351223500e20c9e631ffd-ACG-20-10p0
SAT,0.866784949,4.88,5.43,3.43,3.06,3.42,4.88,5.4,3.39,3.08,3.41,2cf177493f485906510321213cfdc994-si2-b03m-m400-03
UNKNOWN,0.325553518,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,2d0b17fc6203c74e3e72055f532459ca-rbsat-v2640c305320gyes10
SAT,0.351256615,61.35,77.44,12.21,11.17,14.08,61.22,77.53,11.96,11.1,14.06,2d1e4189b9de74ed1af4721483d3a574-rbsat-v760c43649g9
SAT,0.310408028,1689.38,5000,2244.46,4456.53,3228.8,1695.68,5000,2255.58,4479.48,3245.28,2d46630f3a5cf0db88d418ac49bc91c3-rbsat-v760c43649gyes8
UNKNOWN,0.7064387,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,2da6cd2db1412abbf001b66cfa91e92f-phnf-size10-exclusive-equilarge_m2.used-as.sat04-899.shuffled-as.sat05-4185
UNKNOWN,0.268542199,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,2db24587fa4da8d6bf3b55c9ff6c10a4-hgen8-n260-01-S1597732451.shuffled-as.sat05-480
SAT,0.056209987,71.49,136.13,5000,5000,5000,71.82,136.53,5000,5000,5000,2dd79829405516b6add235e8fc4732b8-battleship-20-39-sat
UNSAT,0.223781807,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,2de2fae0ba0682cdde41af2216550302-SGI_30_60_28_50_8-dir.shuffled-as.sat03-128
SAT,0.340091156,2033.67,4336.05,43.38,16.66,30.36,2039.34,4358.08,43.45,16.63,30.37,2e058841373f34cc47d8dec927fd1796-blocks-blocks-36-0.150-NOTKNOWN
SAT,0.63252617,4.92,4.53,2.31,2.09,8.13,4.98,4.52,2.32,2.14,8.11,2e5faa17499af9864176f0ff421a8e76-total-5-11-s
SAT,0.488649714,0.21,3.65,2.95,16.34,13.3,0.05,3.48,2.79,16.32,13.25,2e952bfbce4f152e944987aadce01abb-em_7_4_9_exp
UNSAT,0.883329348,8.42,8.64,11.07,12.5,12.29,8.12,8.68,10.82,12.56,12.26,2ee0774c957ac08cab643bbe3cf5f8e2-manthey_single-ordered-initialized-w32-b9
UNSAT,0.022222222,5000,422.86,5000,5000,5000,5000,424.87,5000,5000,5000,2eee5bfbc4019900d2cac2206949defe-homer19.shuffled
SAT,0.629776835,0.27,0.23,0.26,0.19,136.08,0.02,0.02,0.06,0.05,136.15,2f05cb9c187b6a7789487347344601b3-em_7_4_8_all
SAT,0.278214871,0.2,0.27,0.27,0.04,0.62,0.26,0.29,0.27,0.11,0.57,2f2bb4cdd04d3aa32f37f1c28a0b8bd5-srhd-sgi-m52-q918.75-n50-p15-s98191766
SAT,0.158679784,134.82,36.83,32.61,1.63,26.54,135.25,37.85,32.65,1.64,26.5,2f410eb822183388f75d966463293f60-qwh.40.528.shuffled-as.sat03-1652
UNSAT,0.768559074,46.5,46.79,50.53,74.95,84.61,46.51,46.96,50.55,75.38,84.7,2fbd07c399ed9a0d7887aad9c815f0f1-UCG-15-5p0
SAT,0.863106331,3864.98,5000,5000,5000,5000,3876.6,5000,5000,5000,5000,2fdd1060b7b84e0a467ce815f808d72f-TimetableCNFEncoding_1_UNKNOWN
