result,ratio,cadical-CPU,ReEncode-CPU,ccdclMinus-CPU,ccdcl-CPU,ccdclPlus-CPU,cadical-Wall,ReEncode-Wall,ccdclMinus-Wall,ccdcl-Wall,ccdclPlus-Wall,Name
UNSAT,0.757158084,1370.92,368.46,1337.07,1563.39,1546.65,1384.8,369.26,1341.3,1569.87,1550.81,4e6eccfddb9e4aa78a9710e07ebdd2a4-rook-44-0-1
SAT,0.201886041,0,0,0,0,0,0.01,0,0.01,0.01,0.01,4e72215653dcb2b6b1266217b55c029d-satellite1_v01i.shuffled-as.sat05-4053
UNKNOWN,0.369046752,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,4e88219e8a5624a4af022b0bc76eb6ab-SGI_30_80_23_80_3-dir.shuffled-as.sat03-199
UNSAT,0.750189169,16.35,15.29,13.69,16.29,13.01,16.36,15.32,13.7,16.28,13.06,4e9552083f7a7510a195fd8990caeecf-UCG-10-5p0
UNSAT,0.542912247,51.36,49.91,45.07,60.02,61.52,51.5,50.81,45.04,60.19,61.62,4e9db599219d8bbd2d4b5e0bee095534-shuffling-2-s113738192-of-bench-sat04-420.used-as.sat04-697
UNSAT,0.891521,62.14,105.12,265.01,349.78,474.1,62.3,106.44,266.28,351.68,475.54,4ed93541ac1c8dcf6069ea14e9519648-crafted_n12_d5_c4_num6
UNKNOWN,0.31439142,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,4ef3705667c97396a754377aea260cfa-rbsat-v1560c133795gyes1
UNSAT,0.236652047,1262.04,1328.9,1064.51,1202.21,1173.85,1268.47,1336.08,1070.77,1208.33,1183.23,4f153bf7eb3a0a3c4bc7da7208401090-SGI_30_70_30_40_3-dir.shuffled-as.sat03-181
SAT,0.358942065,0,0,0,0,0.09,0.01,0,0.01,0,0,4f201c6a2c5070ea4ad0b912c0421f62-driverlog3_v01i.shuffled-as.sat05-4031
SAT,0.36554382,0.14,0,0.14,0.11,0.1,0.1,0.02,0.07,0.04,0.05,4f3548ea9da285dc9efa5c174b5291dd-ferry6_v01i.renamed-as.sat05-3999
SAT,0.444575194,0,0,0,0,0,0.01,0,0.01,0,0,4f9de7e3e3e136dc165019cfa8101e5a-rovers2_v01a.shuffled-as.sat05-4044
UNSAT,0.2642797,1464.27,1491.06,1345.32,1242.05,1280.59,1470.83,1499.73,1352.98,1249.04,1291.04,4fc1fbcdab296aec357e4bc4509577a2-SGI_30_70_19_80_8-dir.shuffled-as.sat03-142
SAT,0.000620989,0.04,0,0.04,0,0.05,0.17,0.03,0.18,0,0.07,507f7ae54537571a77ca45336b0a322d-fphp-070-070.shuffled-as.sat05-1212
SAT,0.353685079,7.44,64.47,106.61,58.83,123.62,7.24,64.57,106.67,59.05,123.91,5084904780e4249959a9368ec8e8d930-rbsat-v760c43649g1
UNKNOWN,0.046599496,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,50d081a4b18eecdd0bc120f634d57a26-randomG-n18-d05
UNKNOWN,0.112858253,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5139d6116f8740e708354c92daa5c6a9-bqwh.50.825.shuffled-as.sat03-1648
UNSAT,0.336410468,2350.28,4841.28,1718.87,1453.01,1843.29,2363.25,4870.52,1731.76,1458.54,1848.79,5139f7ee8a884c2c6d72c6b2fe093d48-blocks-blocks-36-0.120-NOTKNOWN-sc2011
UNKNOWN,0.004270284,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,517f58e1de08c7cf88a35b9a59a3af05-fphp-030-025.shuffled-as.sat05-1220
UNSAT,0.22504049,403.31,523.19,391.56,434.88,439.66,404.2,524.84,392.39,439.13,441.5,51a1a0c6a1230845d08325fd39dd22b3-SGI_30_60_30_30_2-dir.shuffled-as.sat03-132
UNKNOWN,0.25,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,51aaef9425e5ddfbe6313d01b17ff7f0-sgen6-1320-5-1
UNSAT,0.545419734,1.19,1.54,0.93,1.39,1.87,1.06,1.42,0.78,1.3,1.69,51e9cba23a2dcfd39278539d38820d20-strips-gripper-08t14.shuffled-as.sat05-1156
UNKNOWN,0.402212447,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,51eed787f449188222f90c62c2bf0309-SGI_30_80_16_90_1-dir.shuffled-as.sat03-187
UNKNOWN,0.367219027,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,520e2724d592ac05b7f1a6f48055838d-phnf-size10-exclusive-myciel6-c.used-as.sat04-318.shuffled-as.sat05-4199
SAT,0.482135777,16.09,8.52,1.98,2.3,12.99,16.23,8.55,1.96,1.88,13.07,5257a9575db38fcfe307a4f004e840a4-strips-gripper-14t27.shuffled-as.sat05-1145
UNSAT,0.695512372,0.5,0.36,0.47,0.04,0.03,0.08,0.08,0.12,0.07,0.1,52d1047a8786684edc40008680004428-qg7-11.shuffled
UNKNOWN,0.864024841,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,532498b3cd948f0db94ac28636a05816-TimetableCNFEncoding_17_UNKNOWN
SAT,0.543315257,681.66,144.82,158.59,636.81,204.73,684.5,145.67,160.79,643.44,206.01,53741a01c644759504efe5233633dcc5-CNP-5-800
UNSAT,0.031165312,4273.41,1848.53,5000,5000,5000,4286.37,1856.88,5000,5000,5000,53742d5ab42c7dcc531c21faceb25cea-php-012-011.shuffled-as.sat05-1186
UNKNOWN,0.452035304,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,53a7ac1b3073205e8525b2379ab77554-full-bg-gb-6-ce
SAT,0.310660038,43.24,1070.88,4556.23,548.68,236.87,43.12,1076.21,4582.53,551.89,237.27,53bf73cb09312d5f7ded5f248b2fe21b-rbsat-v760c43649g9
UNSAT,0.755002998,3568.56,1182.87,1782.12,3656.23,3973.31,3589.05,1188.62,1790.3,3678.77,3987.14,53d3ce8946ab4b014740c1278b37f433-rook-63-1-1
SAT,0.275446866,0.17,0.03,0.17,0.16,0.04,0.02,0.15,0.02,0.09,0.08,53f7ea54008d7f0496e8f8d8f906bea7-ferry9_ks99a.renamed-as.sat05-4008
SAT,0.504148641,1361.29,1812.63,1036.31,2430.67,489.91,1371.58,1828.34,1041.19,2440.71,492.97,542131a8d17082219b63a2d779e18ecb-mp1-blockpuzzle_9x9_s8_free7
SAT,0.019113388,149.3,155.68,250,104.07,435.24,149.93,156.67,251.52,105.21,436.91,543e67dd5abc272c37775b1b742a1d9a-qwh.60.1728.shuffled-as.sat03-1659
UNSAT,0.754373011,5000,2174.88,4829.37,4153,5000,5000,2184.71,4839.3,4177.91,5000,544211093906a167006c2f2907d6e3b9-rook-72-1-1
UNKNOWN,0.412815582,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,54ab7029649dd487fa4efa5df048221d-hid-uns-enc-9-1-0-0-0-0-24642
UNKNOWN,0.311245819,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,54cf0c1a3abf79f4757d5285f4bfc4e3-le450_15b.col.15-sc2018
SAT,0.303167421,0,0.08,0,0.09,0.08,0.01,0.05,0.01,0.01,0.03,54f114bb254f6f886b82f05882926308-ferry7_ks99a.shuffled-as.sat05-4067
SAT,0.373810763,1598.81,5000,5000,2315.04,5000,1605.5,5000,5000,2322.72,5000,556deccbd6591671e3aa80fde2d8f01c-frb50-23-1.used-as.sat04-885
UNKNOWN,0.017070485,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,556fd0833079f7aa825075bb9cd6afe4-php-016-015.shuffled-as.sat05-1188
UNKNOWN,0.370874354,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,55a226e37be9dea4923310d565d68742-rbsat-v1820c171155gyes3
UNSAT,0.714285714,523.93,560.65,962.51,905.38,924.74,524.25,561.68,964.23,908.36,928.55,55d346b6ebbb04f8ab99bbb3727b682e-rope_5000.shuffled
UNSAT,0.198379333,84.45,35.28,51.73,25.31,33.07,84.61,35.34,51.87,25.52,33.08,55d6ee7178934d1940318ef5c2011107-barman-pfile08-030.sas.cr.27
UNSAT,0.75746751,1117.07,336.81,1188.92,1255.84,1206.91,1121.45,338.92,1191.05,1260.52,1209.56,5604690686817a763f44d08fc5991a9d-rook-42-0-0
UNKNOWN,0.351173424,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5627426e048e7afb8c39b71645f4af65-SGI_30_80_27_70_7-dir.shuffled-as.sat03-211
UNKNOWN,0.4222527,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,56309cf72ea02caaf192b0c482e99791-hid-uns-enc-7-1-0-0-0-0-20364
UNKNOWN,0.315425325,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,563ba3899e84afc6eb2b8c2bc17948ae-rbsat-v760c43649g2
SAT,0.804328224,2423.11,3034.89,187.38,4525.17,265.92,2432.08,3043.33,188.29,4535.94,266.65,570861ef0a440db1e62d669ec3d7dafb-vmpc_30-sc2007
UNSAT,0.895219384,5.6,6.56,7.23,5.39,6.38,5.63,6.53,7.2,5.39,6.36,571a2f223784fb92a53b4cc8cc8b569e-clqcolor-08-06-07.shuffled-as.sat05-1257
SAT,0.338788755,0.6,0.47,0.83,1.54,1.01,0.59,0.51,0.88,1.56,1.02,572e5f8d24e5624aff2c6d51a6d9b8c3-logistics-rotate-07t6.shuffled-as.sat05-1131
UNKNOWN,0.337176758,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,574cbc90335786670058de4c8a717b87-sokoban-p20.sas.cr.29
SAT,0.86896719,19.68,20.13,17.07,26.84,17.62,19.7,19.99,16.93,26.73,17.46,576353b7588a6fe2449bf05b6bacb09a-em_7_4_9_fbc
SAT,0.300538048,0.88,1,0.75,0.11,0.54,0.68,0.91,0.58,0.1,0.42,578f9377bfbfcc6ea3a18eb630667956-ferry8_ks99i.renamed-as.sat05-4005
UNKNOWN,0.625768443,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,57b7b862bd61289d886996174db0174d-queen8_8.col.9
UNSAT,0.202657807,271.52,266.96,423.26,417.12,410.99,273.98,267.66,424.61,418.36,413.01,57d991a3a137fe0d2838d57e631a0d13-battleship-7-12-unsat
SAT,0.233635774,0.06,0,0,0,0,0.01,0.01,0.01,0,0,57f34c7f226121206e07b7219879838d-satellite1_v01a.shuffled-as.sat05-4052
UNSAT,0.507070707,685.38,172.86,207.68,165.76,182.57,688.82,173.93,210.53,166.26,183.11,587ac25d93492c61eebb72cb258ba173-mp1-blockpuzzle_5x10_s5_free3
UNKNOWN,0.363741457,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5880595d26c032ea3f58c8bfacf19754-rbsat-v2400c266431gyes6
SAT,0.055758487,0.17,0,0.17,0.04,0,0.12,0.01,0.07,0.17,0.01,5896c7d372b74e74e51b89e4f7b486a5-med17.shuffled
UNSAT,0.297573342,98.65,120.37,93.64,109.12,109.76,98.49,121.02,94.36,109.66,110.11,58da60c71915d1d158ed176c9b9c25fa-SGI_30_50_30_20_5-dir.shuffled-as.sat05-441
UNSAT,0.2,1.96,0.05,2.27,2.13,2.29,1.99,0.18,2.25,2.15,2.33,58e73745a4af8955a05855fb416bc1a7-battleship-10-10-unsat
SAT,0.024149548,292.43,416.83,181.75,308.47,1148.62,293.75,418.46,182.4,309.19,1161.71,592b72e471d49ce231aaa87c254c6082-qwh.60.1620.shuffled-as.sat03-1657
UNSAT,0.440032534,3.6,0.92,0.86,0.86,0.69,3.6,0.91,0.81,0.58,0.73,59543e3402c89011ad7268c2a87647d1-vda_gr_rcs_w7.shuffled
SAT,0.769950197,158.26,54.39,74.61,174.46,126.42,160.03,54.49,74.79,174.64,126.57,595710a1ccc21614ed557f0feae92f73-UTI-15-5p1
SAT,0.763180651,563.66,462.37,1486.57,1170.45,508.15,567.17,464.3,1496.87,1174.56,508.85,59825ed96dc3bbdbd8789a4870b323ec-hcp_CP18_18
SAT,0.686419184,1.35,1.38,1.28,1.2,1.29,1.37,1.37,1.35,1.23,1.31,599875b84062dd73683c2779781e352a-hanoi6_on.shuffled
UNSAT,0.699316629,0,0,0,0.25,0,0.03,0.03,0.03,0.03,0.03,59aab6474038b461f775c8a3cb8eadf0-qg5-10.shuffled
SAT,0.533776721,128,145.1,173.25,2843.9,565.33,129.65,145.97,173.72,2868.58,568.25,59c463289adac745f019fe242cfbec6a-CNP-5-0
SAT,0.388456253,0,0,0,0,0,0.01,0.01,0.01,0,0.01,59db5319f6f63caeaf75b42eb6c2a1f5-rovers1_v01a.renamed-as.sat05-3975
SAT,0.640639209,3.1,3.87,2.28,2.8,2.58,3.09,3.91,2.25,2.75,2.59,59dcc04a5bfe198be5fe901ed72893b3-dated-5-13-s
SAT,0.438979519,0,0.08,0.04,0.4,0.03,0.09,0.11,0.08,0.05,0.12,59ded647826181af059f60779b875e67-vda_gr_rcs_w9.shuffled
UNSAT,0.59070988,2738.15,3898.8,5000,5000,5000,2742.49,3911.73,5000,5000,5000,59fe7fb996517d0ddd4e8310eca3744b-phnf-size10-exclusive-philo.used-as.sat04-988.sat05-4195.reshuffled-07
SAT,0.417324077,0,0,0,0,0,0.01,0,0.01,0,0.01,5a0f1c50a905506a63594c927c566e11-driverlog6_ks99i.shuffled-as.sat05-4023
SAT,0.821428571,0,0,0,0,0,0,0,0,0.01,0.01,5aacd7fd4850b3712de14275906f1e29-289-sat-4x8
SAT,0.357406895,182.56,819.78,211.03,57.2,580.08,182.79,821.62,211.58,57.43,588.33,5ad184dd9c27e104394c8004e5767da9-rbsat-v945c61409gyes10
UNSAT,0.427471117,58.13,71.11,71.94,393.36,382.83,58.28,71.23,72.15,396.44,383.87,5ad8243d987256969320d4ab43bf694f-hid-uns-enc-6-1-0-0-0-0-18969
SAT,0.253923692,0,0.03,0,0,0.02,0.02,0.12,0.02,0.01,0.13,5b1c4350d227fb2d130b025288fe9ec3-srhd-sgi-m27-q255-n25-p30-s39712998
UNSAT,0.490243295,0.26,0.07,0.26,0,0.08,0.03,0.04,0.03,0.02,0.04,5b9fd1dfacf03372a45cdbf14c6315ce-too_large_gr_rcs_w5.shuffled
SAT,0.004933333,0,0,0,0,0.1,0.01,0.01,0.01,0.01,0.04,5ba04fc4110839423710b280f7d8096c-satsgi-n24himBHm26-p0-q256
SAT,0.059509569,7.44,34.82,5000,5000,5000,7.47,34.89,5000,5000,5000,5baf53a177ccc89279e37e5d52b3c973-battleship-19-37-sat
UNKNOWN,0.25,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5c0b9c890caf6ee742f7c878b1b3b065-sgen1-sat-270-100
UNSAT,0.21587528,1758.34,1831.17,2093.37,1730.95,1752.51,1763.96,1840.07,2104.04,1740.7,1760.19,5c29ccca91235475f762f4b106f804f2-SGI_30_60_20_50_3-dir.shuffled-as.sat03-114
UNKNOWN,0.837888957,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5c34b6844ed6a3fc57dccfc414af2851-SC21_Timetable_C_136_E_36_Cl_9_S_15
SAT,0.326437421,0,0.16,0,0,0,0.02,0.03,0.01,0.01,0.01,5c356f123206d39b8dc68bbaac906562-driverlog7_ks99i.shuffled-as.sat05-4024
UNSAT,0.755991042,521.24,508.71,799.63,1701.96,1611.53,522.7,511.7,801.76,1707.26,1613.2,5c3878ea6c7bb008fdb7fbb5c0996d18-phnf-size10-exclusive-FIFO.used-as.sat04-991.shuffled-as.sat05-4192
SAT,0.01622272,469.54,670.62,208.73,1452.28,326.94,471.62,675.31,209.61,1460.78,327.93,5c409dd2a3ca6066b7de7d72524b1bec-qwh.60.1800.shuffled-as.sat03-1660
SAT,0.784474995,546.87,508.47,541.9,797.66,332.19,547.84,510.46,542.22,798.23,332.52,5cd4201889cc2a8764ee86def29d8ffa-UCG-20-10p1-sc2009
SAT,0.005311883,0,0,0,0.28,0,0.01,0,0.01,0,0.01,5d34af4e0d80564362e6d2bc4c8f614c-satsgi-n22himBHm26-p0-q256
UNKNOWN,0.018401015,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5dba8c37f6cf9110e29fabfd54eb9bba-php-016-013.shuffled-as.sat05-1174
UNSAT,0.768099609,124.77,124.31,123.27,193.31,168.83,126.06,124.56,123.61,193.86,169.12,5e0a8cf6af260866af770ec564f3a78f-UTI-15-5p0
SAT,0.531652299,0.2,0.4,0.2,0.39,0.52,0.1,0.25,0.06,0.32,0.35,5e2faea0397435608c819b86f0216963-strips-gripper-08t15.shuffled-as.sat05-1149
UNSAT,0.331775701,1.96,1.32,2.84,1.55,1.58,1.93,1.19,2.86,1.52,1.6,5e4c0a8e068c90325093e087d2e5b25c-mutcb12
SAT,0.314623474,59.39,2176.78,451.11,3383.45,239.48,59.29,2191.74,454.19,3394.41,240.24,5e5fe73a2e0ffc8e19873298566919fb-rbsat-v760c43649gyes3
UNKNOWN,0.019704433,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5ea0f107a1905a8e0446af0c92d6a160-fphp-014-012.shuffled-as.sat05-1215
UNSAT,0.427471117,79.79,59.94,92.52,280,275.19,79.91,60.04,92.86,281.06,276.15,5ed0b040888c1630e746bdcd40c3396e-hid-uns-enc-6-1-0-0-0-0-18123
SAT,0.230260666,0,0.11,0.21,0,0,0.02,0.13,0.11,0.02,0.05,5f3042793127010ea9f496a8f40ab8a0-ferry10_ks99a.renamed-as.sat05-3992
SAT,0.462035097,0,0,0,0,0,0.02,0.02,0.02,0.02,0.03,5f38d1c16d6fd5e1c8f179ff553b31b3-9symml_gr_rcs_w6.shuffled
SAT,0.324767192,0.18,0.12,0.18,0.04,0.13,0.18,0.35,0.21,0.27,0.08,5f7a2d97e713941c8f62b2e8d5ff5f0c-ferry7_ks99i.shuffled-as.sat05-4068
UNSAT,0.889113692,519.82,552.32,420.95,537.99,504.73,521.05,553.76,421.4,540.43,506.52,5fb9e9d1365f1a6c46ee0dfc937941bb-manthey_single-ordered-initialized-w50-b6
SAT,0.423445124,362.46,5000,2241.5,5000,5000,366.53,5000,2249.65,5000,5000,5fea03f266f60a417e85af49a5d769e5-full-bg-gb-8-ce
SAT,0.386514148,0,0,0,0,0,0.01,0.01,0.01,0.01,0.01,6022c4c65e8e8d86345900ecc31942b2-driverlog4_v01a.renamed-as.sat05-3965
SAT,0.827846839,0.37,0,0.58,0.51,0.01,0.04,0.04,0.24,0.27,0.22,60288b7018d18d48484e9b8e8e428031-een-tip-sat-texas-tp-5e
UNKNOWN,0.899298455,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,606d32d623d4ad88a5dca86464fdb814-fclqcolor-30-19-20.shuffled-as.sat05-1280
SAT,0.546973508,0.87,0.65,0.24,0.33,0.03,0.68,0.49,0.16,0.23,0.11,6143a370e17495274ed72b4ad1a3d8bf-ferry12.shuffled-as.sat03-382
UNSAT,0.427471117,98.86,122.51,119.08,885.86,911.92,99.41,122.74,120.33,890.16,913.89,6147e666b75f603a4c4490d21ab654cd-hid-uns-enc-6-1-0-0-0-0-14492
UNKNOWN,0.322366697,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,61bd86a08e0c4efdd4ce8095936d1ce6-rbsat-v2640c305320gyes3
SAT,0.001921845,0,0,0.39,0,0,0.03,0.01,0.03,0.01,0.02,61c7d1a15520c60d689c2937d48f24f9-fphp-040-040.shuffled-as.sat05-1208
SAT,0.772647376,153.93,155.77,25.42,13.39,176.15,154.47,156.12,25.57,13.35,177.06,61edb6a8a868874c858a71ff96efe121-openstacks-p30_3.085-SAT
SAT,0.504013611,49.69,1193.18,221.09,2536.18,1678.42,49.72,1202.12,222.12,2558.89,1686.85,6215163bc9223383b76bd16222c98f66-mp1-blockpuzzle_9x9_s7_free9
UNSAT,0.819926239,278.99,265.31,489.74,608.53,602.53,279.36,266.39,490.41,609.11,604.13,62517fe9f9ed299d24c02530b1fb98f4-crafted_n10_d6_c2_num5
SAT,0.738595789,5000,5000,5000,3686.48,5000,5000,5000,5000,3703.35,5000,628d9602191ea1fc51dfc83668513895-hcp_CP24_24
UNKNOWN,0.358555704,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,63384a375401689833618c21a8c8de23-SGI_30_80_24_80_9-dir.shuffled-as.sat03-203
UNSAT,0.714285714,1.59,1.7,1.72,1.27,1.5,1.55,1.58,1.62,1.28,1.42,6354f60f41160ec92b7a97ed941c4549-rope_0150.shuffled
SAT,0.797523586,311.88,144.89,936.96,311.65,266.72,313.42,145.01,941.81,312.62,267.21,63acdb1e4c4437b22b7ee3b405c1d096-4g_5color_170_050_05
UNSAT,0.692466076,0.46,0.83,0.07,0.92,0.3,0.46,0.35,0.24,0.5,0.28,642af293e4905ddfc0a6717e3e1bbf56-qg7-12.shuffled
SAT,0.484666456,0,0,0,0,0,0.01,0.01,0.01,0,0,6459a34b91aa3bc54a3c587579b1ac95-rovers4_v01a.renamed-as.sat05-3979
UNSAT,0.882941293,1.76,1.62,2.06,2.2,1.82,1.59,1.45,1.94,2.06,1.69,646c5dd00cc8abd592a33e18c0d2aa39-manthey_single-ordered-initialized-w26-b7
UNKNOWN,0.005238938,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,652cc8db19b8da9567e18afaa22c3d75-fphp-025-024.shuffled-as.sat05-1233
SAT,0.314944214,4376.92,5000,5000,45.02,3545.18,4393.95,5000,5000,45.08,3555.15,657735ecc2b133e51c5cd6c00b76a6b0-rbsat-v760c43649gyes2
SAT,0.625440421,0.04,0,0.84,1.28,0.98,0.07,0.07,0.82,0.88,0.95,65993c1d3503a963aa30f8244269cc52-complete-400-0.1-16-98765432140016
SAT,0.829597963,1.21,0.37,1.26,0.05,0.03,0.87,0.05,0.93,0.05,0.06,65cbdd1fa0abf1d2e31ba48b5cfbcb16-een-tip-sat-vis-eisen
SAT,0.664626041,5000,5000,1005.23,5000,5000,5000,5000,1008.16,5000,5000,65e2151bf1be22c75b9ea2e1b2a07741-partial-10-19-s
SAT,0.346557007,0.13,0,0,0,0,0.01,0.01,0.01,0.01,0.01,66a1f530c185e09dc920e5ee57c8f6b1-driverlog7_v01a.shuffled-as.sat05-4036
UNKNOWN,0.00204105,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,66b8b3ebfc8e198f21e5c386286188e3-php-045-044.shuffled-as.sat05-1195
UNKNOWN,0.30901008,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,66cf15e37d88bd0f12ac493d5be8b3f3-rbsat-v945c61409gyes2
UNKNOWN,0.265432099,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,67705f2333d34fe2590cade7def8e39c-hgen8-n320-01-S1432474240.shuffled-as.sat03-890
SAT,0.640372592,3.91,5.18,2.62,4.22,3.4,3.9,5.14,2.59,4.27,3.39,677a85e7ceb02e51b47db7fb60445924-total-5-13-s
SAT,0.887662563,0.2,0,239.28,71.06,585.95,0.02,0.02,241.54,71.78,588.85,67a25edfdd286fcb25e0a598d22663f1-em_7_4_8_fbc
UNKNOWN,0.015934844,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,67d7da9cfbf74b043dd0abbd212d11aa-fphp-016-013.shuffled-as.sat05-1216
SAT,0.409960682,0,0,0,0,0,0,0.01,0,0.01,0.01,681ec30b9f3f0ffd60b8f14231508ffc-rovers2_ks99i.shuffled-as.sat05-4039
UNSAT,0.88334331,128.29,129.33,124.53,133.49,134.15,128.74,130.04,124.47,133.88,134.32,68869a0ce4bee90c6ab046a102dee370-manthey_single-ordered-initialized-w40-b8
SAT,0.029850746,0,0,0,0,0,0.02,0,0.02,0.02,0.01,68eb522c6e1666736ff302a943cf722d-php-012-012.shuffled-as.sat05-1158
SAT,0.162950257,0.06,0,0,0,0,0.21,0,0.02,0.05,0.01,68fb9e8640946901d3957dc0499bfc4d-bart17.shuffled
UNKNOWN,0.310885499,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,695e287a447fcdd924985a6e73057a38-rbsat-v1150c84314gyes1
UNKNOWN,0.257425743,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,69e2da9381c6547152b38b1cf1033ae7-hgen8-n260-02-S1396509323.shuffled-as.sat05-481
UNSAT,0.402888977,0.57,0.01,0.31,0.21,0.4,0.32,0.18,0.17,0.11,0.17,6aacbcd0a95d51eafca1a22f43f25e82-logistics-rotate-06t5.shuffled-as.sat05-1136
UNSAT,0.40364711,62.55,971.63,1395.65,3928.57,4116.99,62.71,976.57,1402.45,3944.99,4132.98,6ae9c8ca214ba34d8e77297d316f6e77-simon-s02b-k2f-gr-rcs-w8
UNSAT,0.714285714,0.05,0.06,0.05,0,0.07,0.03,0.07,0.06,0.05,0.03,6af008e573beacda4fc1f844a876f408-rope_0011.shuffled
UNSAT,0.25,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,6b25002cab729db26fb2ee71ceed2efd-sgen6-960-5-1
UNSAT,0.714285714,0,0.05,0,0,0,0.01,0.03,0.01,0,0.01,6b36abc94899ab1d25a9c48d7697916c-rope_0001.shuffled
UNSAT,0.125,5000,3850.07,5000,5000,5000,5000,3861.1,5000,5000,5000,6b4210431794451c101e5a06f033edc4-battleship-16-16-unsat
SAT,0.31219501,575.46,811.79,1072.43,3286.05,50.97,578.05,813.86,1076.94,3296.82,51.15,6b98c5d50f0f0800a8e7f66719449997-rbsat-v760c43649gyes1
UNSAT,0.211070368,0.8,0.37,0.66,0.11,0.44,0.86,0.37,0.64,0.36,0.37,6bc6405bb23095b38f30e67318f717e6-sokoban-p09.sas.cr.25
SAT,0.679143843,3876.11,2202,647.15,1210.5,178.17,3898.61,2215.27,648.62,1221.03,179.19,6c429cc5aceada896d4214699358c662-Hidoku_enu_8
UNKNOWN,0.010743802,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,6c4e2fea92aa94f976a8585ab5eb4b95-php-020-019.shuffled-as.sat05-1190
UNKNOWN,0.002305808,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,6ca49aeefbbe69bbb1f97d2aee4a3d6f-php-045-035.shuffled-as.sat05-1181
SAT,0.009771987,0,0.22,0,0,0,0.01,0.01,0,0.01,0.01,6cc9c5a9cdd1ee2fa527862388871dd3-fphp-018-018.shuffled-as.sat05-1203
SAT,0.548596602,91.46,106.33,92.4,122.35,445.62,93.03,107.81,92.99,122.84,449.54,6ccfbb9e2406918d56e57f4c1f089d3c-CNP-5-1200
UNSAT,0.333457882,212.76,307.35,115.22,73.13,95.64,214.51,308.28,117.64,73.54,95.71,6d2916a0453dcc757ce187fe29c863aa-blocks-blocks-37-1.120-NOTKNOWN
UNKNOWN,0.319159557,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,6d394625007e64a09be0eda53d04724d-rbsat-v2400c266431gyes3
SAT,0.622806834,0.07,0.1,0.88,1.29,0.98,0.07,0.07,0.87,0.89,0.98,6d6b5efe28f4fc13c982cd8404245950-complete-400-0.1-12-98765432140012
SAT,0.236209423,1151.08,39.7,219.95,2160.21,4100.47,1159.25,39.5,220.63,2175.99,4125.12,6d7c0deeffe06978367a90a10f608d59-SGI_30_60_28_30_1-dir.shuffled-as.sat05-438
SAT,0.884797201,32.46,2.08,131.76,30.56,26.12,32.37,2.05,131.96,30.56,26.34,6daadd8c6984d2a4d689ba3960e4e0c5-manthey_DimacsSorterHalf_37_8
UNSAT,0.792307243,60.26,89.49,62.17,83.86,71.22,60.39,89.73,62.28,84.08,71.37,6db155290e3a34927bf7e9615c8387b2-ACG-15-5p0
UNKNOWN,0.803560275,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,6dfbcfdd1ca6377a961f212deff6c70c-vmpc_36.shuffled-as.sat05-1954
SAT,0.74887488,929.86,759.74,867.27,756.39,220.56,938.28,765.61,871.35,761.69,220.98,6eb1a684231ecfd5ba0617abfaa2c632-schur-triples-7-90
SAT,0.446326977,21.35,21.04,19.35,6.58,30.87,21.41,21.06,19.47,6.54,30.97,6f0b265e2297268c31213e0b43154a2c-em_9_3_5_all
