ConRatio,Clauses,KClauses,dAmoCnt,eAmoCnt,DirMax,EncMax,OtherCnt,ElimVars,EncodeWeightSumK,Star_Time_CPU,Star_Time_Wall,Time,Name
0.895219384,1527,1367,8,0,7,0,0,0,0,0.1,0.17,0.03,571a2f223784fb92a53b4cc8cc8b569e-clqcolor-08-06-07.shuffled-as.sat05-1257
0.89554455,1228428,1100112,21489,0,39,0,0,0,0,620.04,620.19,619.8,62eb05654856d8f40da66687f5c2f82d-sokoban-p01.sas.ex.17
0.895587321,8045,7205,60,0,6,0,0,0,0,0.1,0.23,0.12,ead40df741250a69e41bfceac4d486f4-rphp5_060_shuffled
0.896768419,843550,756469,15818,1,34,4,0,1,4,609.41,609.55,609.19,84732661a082f6f9739927fbf8d23e86-sokoban-p04.sas.ex.13
0.896883853,194150,174130,80,0,30,0,0,0,0,3.13,3.19,2.75,d101818b960a155e1be4d8e2bb8a531a-fclqcolor-30-20-20.shuffled-as.sat05-1272
0.898372923,11493,10325,584,0,3,0,0,0,0,0.13,0.45,0.33,fdfd5975c57d7cd2264ef6aff6cb4815-SE_PR_stb_588_138.apx_1
0.898565706,15478,13908,785,0,3,0,0,0,0,0.66,0.57,0.45,9754fc1acf450ee2ed2083a211cfa487-stb_792_333.apx_0
0.898988152,11563,10395,188,0,6,0,0,0,0,0.12,0.29,0.18,80228e9f9a7eabcf5a44312987c048b2-em_7_3_6_cmp
0.899298455,193145,173695,80,0,30,0,0,0,0,3.08,3.13,2.68,606d32d623d4ad88a5dca86464fdb814-fclqcolor-30-19-20.shuffled-as.sat05-1280
0.8994614,1114,1002,8,0,6,0,0,0,0,0.06,0.11,0.01,f28e5edf37f4e8df3c81c5e7c5fb9aa8-clqcolor-08-05-06.shuffled-as.sat05-1249
0.900309833,18397,16563,199,0,26,0,0,0,0,0.76,0.6,0.51,1c3abce44050ac9e289c84b42f29e62b-manthey_DimacsSorterHalf_29_2
0.900704975,15036,13543,117,0,25,0,0,0,0,0.6,0.5,0.4,144889e68fb25ec33f1d81cab4c26581-manthey_DimacsSorter_31_6
0.901818182,2200,1984,8,0,8,0,0,0,0,0.06,0.12,0.03,13d22302e47f3db018541183f5214785-ccp-s8-facto1
0.901926445,1142,1030,8,0,6,0,0,0,0,0.05,0.11,0.02,81fe63cbee3d00cdb5edd8d48dd9c194-clqcolor-08-06-06.shuffled-as.sat05-1241
0.902396806,71637,64645,384,0,8,0,0,0,0,1.19,1.23,1.12,48cc1c3bde47c2e5d8c3eca17e9e25ee-hcp_d14_14
0.902562429,12254,11060,64,0,20,0,0,0,0,0.12,0.43,0.31,7c6472811be33889e96b18df1c5a6b42-manthey_DimacsSorterHalf_33_1
0.90259785,174298,157321,73,0,25,0,0,0,0,2.58,2.53,2.41,e5363eee012119aa936edf525d6b42fb-unsat-set-b-fclqcolor-25-18-23.sat05-1287.reshuffled-07
0.902753534,1368060,1235021,200,0,40,0,0,0,0,130.13,130.12,129.52,bd6c171150bcac77e654657bde09f02a-si2-r001-m200-00
0.902819308,9364,8454,65,0,6,0,0,0,0,0.11,0.24,0.14,c51543929ce3f6f2af634555b83f30d6-rphp5_065_shuffled
0.903451664,16282,14710,60,0,25,0,0,0,0,0.62,0.53,0.44,3c4fad450b700fcf3da7f6246915ddbe-manthey_DimacsSorter_36_4
0.904068873,1332310,1204500,18217,1,48,5,0,2,5,636.64,636.83,636.42,94ad97f750345300b7baf257cf91fc4c-sokoban-p17.sas.ex.11
0.9044337,9721,8792,192,0,23,0,0,0,0,0.1,0.35,0.26,744dfef6f3d807b4ce5fa128c7584aeb-C210_FW_UT_8630
0.90516333,6643,6013,45,0,6,0,0,0,0,0.09,0.2,0.1,0a81c16b871ab1a63046cc99041f4e47-a_rphp045_05
0.905800123,50361,45617,280,0,8,0,0,0,0,1.23,0.86,0.76,21df67ed55311eec689fea8c1be9d266-hcp_d12_12
0.906311055,184771,167460,1537,0,3,0,23,4738,0,142.07,142.08,141.92,a673d80ce5d22950efc30923364225e8-een-tip-sat-nusmv-tt5.B
0.906701038,217623,197319,960,0,8,0,0,0,0,3.5,3.54,3.41,a94358478c684400adad70596789dd1c-hcp_d22_22
0.90776965,177035,160707,792,0,8,0,0,0,0,2.86,2.89,2.76,d464cb004c09aa6cb6adbff77fb8b97c-hcp_d20_20
0.90817268,12696276,11530411,277646,0,128,0,0,0,0,1212.48,1213.33,1187.77,fc978d6c0e4aaeec4b8592d860326eaf-crafted_n11_d6_c4_num2
0.908711092,11133828,10117433,232715,0,128,0,0,0,0,1133.6,1134.25,1112.63,6ff70a3aaf261b35b0b072f454a756be-crafted_n10_d6_c4_num9
0.908839105,12696716,11539272,262140,0,128,0,0,0,0,1208.39,1208.98,1184.7,0a11a3dcc342fba24aeda274ad56d478-crafted_n11_d6_c4_num19
0.909006687,11133928,10120815,226619,0,113,0,0,0,0,1139.8,1140.15,1117.73,0521cd68355dd16e8f7940f43003d904-crafted_n10_d6_c4_num10
0.909095434,140631,127847,640,0,8,0,0,0,0,2.21,2.27,2.14,f1058cef104f916b01aca850f067ad34-hcp_d18_18
0.909099173,11001,10001,500,0,3,0,0,0,0,3.9,3.81,3.7,4c6e57f5552d546278e192b6e332635a-SE_PR_WS_500_16_70_10.apx_0
0.909101238,8801,8001,400,0,3,0,0,0,0,2.24,2.18,2.06,c41c74f316a2067cc19708ce982d960a-WS_400_16_90_70.apx_0
0.909133055,10785,9805,70,0,6,0,0,0,0,0.11,0.26,0.17,c099bbe3e13613c75f8019283fc8ea24-rphp5_070_shuffled
0.909217877,14320,13020,104,0,30,0,0,0,0,0.51,0.46,0.37,f40a3ed5dfec072f670d2fc9411322ed-manthey_DimacsSorter_31_0
0.909236438,12696648,11544255,276172,0,98,0,0,0,0,1210.52,1211.2,1186.26,519ec7e2da48149991957836b84dda06-crafted_n11_d6_c4_num14
0.909673909,12696564,11549733,273023,0,128,0,0,0,0,1208.78,1209.1,1184.61,f75b5ecb5449ea3f6cc5d07bce20769a-crafted_n11_d6_c4_num18
0.909772144,11134056,10129454,232509,0,113,0,0,0,0,1113.78,1114.22,1091.87,6992eb15532fdaba136f42b83eef5748-crafted_n10_d6_c4_num19
0.909794515,40441,36793,1027,0,11,0,0,0,0,1.01,0.81,0.71,5d04e26490462c5e78a113bb8135bc14-avg-checker-5-35.shuffled
0.91025641,3510,3195,9,0,9,0,0,0,0,0.06,0.13,0.05,80323cb8c560a7d8260b3f43529d6499-ccp-s9-facto1
0.910280231,39289,35764,974,0,11,0,0,0,0,1.05,0.79,0.69,f1eed0ae6d2150ea01d51e276cc648c4-avg-checker-5-34.shuffled
0.910364303,11135028,10136932,225110,0,128,0,0,0,0,1121.85,1122.51,1100.86,136c05323315a2cda8344717913a9a32-crafted_n10_d6_c4_num3
0.910511183,11134084,10137708,225692,0,98,0,0,0,0,1118.81,1118.89,1096.6,83288b30ce2ae4cec29caa482d1ed820-crafted_n10_d6_c4_num4
0.91053501,561784,511524,11738,0,10,0,0,0,0,22.21,22.22,22.01,54fafa92a0eb46edaebb498cb6390d99-atco_enc1_opt1_05_21
0.910736165,12696452,11563118,273845,0,76,0,0,0,0,1184.34,1184.63,1159.62,ce411c316449a7f1b98cca04eea70793-crafted_n11_d6_c4_num4
0.910783961,108411,98739,504,0,8,0,0,0,0,1.76,1.77,1.67,953fb7afc63c1aef44c87bb19a434f6e-hcp_d16_16
0.911032028,3934,3584,10,0,9,0,0,0,0,0.08,0.14,0.05,ff92e188666f7bf2b88b550a12077433-clqcolor-10-07-09.shuffled-as.sat05-1258
0.911148916,11135092,10145727,228645,0,113,0,0,0,0,1091.86,1092.4,1070.83,ecd91912911f079da6b66ee6afd8e716-crafted_n10_d6_c4_num21
0.911327114,11135140,10147755,222564,0,128,0,0,0,0,1106.31,1106.57,1084.07,eb92c7c6b92379e55b91bc764632d65e-crafted_n10_d6_c4_num15
0.911791179,5555,5065,35,0,6,0,0,0,0,0.08,0.17,0.08,861a9be9fa6c72dfa091ec92013b4538-e_rphp035_05
0.912285947,11135080,10158377,224996,0,106,0,0,0,0,1082.04,1082.19,1059.45,f6a085f3c728e53f57542e62df20e56b-crafted_n10_d6_c4_num8
0.913051039,11501,10501,500,0,3,0,0,0,0,2.41,2.36,2.25,3c15c8fb5153b9d758a9eb16c66adc5d-WS_500_16_70_10.apx_0
0.913091824,17087,15602,437,0,9,0,0,0,0,0.51,0.39,0.29,497740800307a81fbbf22b2911535472-avg-checker-4-23.shuffled
0.913305145,5048581,4610895,68051,0,48,0,0,0,0,1029.99,1030.49,1028.27,69e34d0f49c71a7e145d8104ebe0273f-sokoban-p16.sas.ex.15-sc2016
0.913513514,370,338,0,4,0,3,0,8,12,0.05,0.3,0.21,4a52b64c8e51d22844c1b40a140225fa-ca008.shuffled
0.913537583,6312685,5766875,84415,0,48,0,0,0,0,1233.09,1233.45,1230.37,8aa8fac9f1e094ea4c30a40450c04c3a-sokoban-p16.sas.ex.19-sc2016
0.913548719,5680633,5189535,75908,0,48,0,0,0,0,1106.42,1106.81,1104.27,8ec70c683f4cc382fb27459794fa0ee1-sokoban-p16.sas.ex.17
0.913589846,15834204,14465968,317037,0,128,0,0,0,0,1267.03,1267.7,1236.21,d4e09d84806044e2e154ccad2531de60-crafted_n12_d6_c4_num22
0.913609335,17826,16286,465,0,9,0,0,0,0,0.52,0.4,0.31,330eee0dedfcfa106a41bee7d49b02ea-avg-checker-4-24.shuffled
0.913675387,14793,13516,108,0,24,0,0,0,0,0.6,0.48,0.39,895f53159d4efbb00d87331bbb1ece57-manthey_DimacsSorterHalf_29_8
0.91369234,6944737,6345353,92353,0,48,0,0,0,0,1321.21,1321.63,1318.22,a4038a5b9d17604451b60671107ada03-sokoban-p16.sas.ex.21-sc2016
0.913776507,15834304,14469015,315769,0,128,0,0,0,0,1272.92,1273.71,1237.93,bcd7fa4a9f819e39d305e724780f040f-crafted_n12_d6_c4_num6
0.913843903,15834364,14470137,314260,0,128,0,0,0,0,1266.73,1267.54,1234.43,2ccc158cc3a0e1bb959242bc57965ec5-crafted_n12_d6_c4_num11
0.913884628,7576789,6924311,100091,1,48,5,0,2,5,1377.03,1377.29,1373.3,2a7236bed2ca15e57abccde9893a0eca-sokoban-p16.sas.ex.23-sc2016
0.914049245,15834160,14473202,318439,0,128,0,0,0,0,1263.07,1263.92,1232.32,2b3de92685792ae19e4549b5c4571e27-crafted_n12_d6_c4_num4
0.914127769,15834432,14474694,310323,0,124,0,0,0,0,1265.34,1266.13,1234.95,39277cab188349aee0f229cb7341b5c5-crafted_n12_d6_c4_num23
0.914602848,15834076,14481891,315306,0,128,0,0,0,0,1268.12,1269.64,1236.11,700d5502beae6d0e9cac8bf7659c819e-crafted_n12_d6_c4_num8
0.914668834,12305,11255,75,0,6,0,0,0,0,0.12,0.29,0.19,a0a02734f58841e2123991993cb888b3-rphp5_075_shuffled
0.914770082,15834252,14484700,312051,0,128,0,0,0,0,1267.94,1268.63,1236.27,41bf5c8d9d475b5c7a683e46ac2150b4-crafted_n12_d6_c4_num20
0.914830491,15834000,14485426,312669,0,128,0,0,0,0,1266.74,1266.91,1235.71,c8427b1218785dcf28539e220f800864-crafted_n12_d6_c4_num9
0.915001049,290733,266021,1144,0,8,0,0,0,0,4.89,4.93,4.77,4ae5b73aaa93bfd905218106eb4ca28a-hcp_d24_24
0.91500956,15834028,14488287,317172,0,128,0,0,0,0,1268.88,1269.56,1236.13,0697524f77ccd503f7e5fe15f23a1268-crafted_n12_d6_c4_num27
0.915557725,967063,885402,235,0,50,0,0,0,0,93.12,93.19,92.7,f350bc734f31fafaa5f372e338c09a33-si2-m4Dr2-m256-08
0.915936198,6959,6374,65,0,5,0,0,0,0,0.1,0.2,0.11,0041051c73dcdd885d412a38e8b09fba-rphp4_065_shuffled
0.916189602,318266,291592,86,0,30,0,0,0,0,4.6,4.58,4.42,4aa209b41f66d076905c3847272790a5-fclqcolor-30-20-26.shuffled-as.sat05-1288
0.916212819,2387,2187,10,0,7,0,0,0,0,0.06,0.12,0.03,11d97071b666335ff8d4e1aee76dd70a-unsat-set-a-clqcolor-10-06-07.sat05-1250.reshuffled-07
0.917448405,5330,4890,10,0,10,0,0,0,0,0.08,0.16,0.07,b5aaab86d16888ac407029c7440dc8fb-ccp-s10-facto1
0.917763158,2432,2232,10,0,7,0,0,0,0,0.06,0.12,0.03,f7d1d40e5ac75fe3abcf8b19437d33ec-clqcolor-10-07-07.shuffled-as.sat05-1242
0.917948718,780,716,0,8,0,3,0,16,24,1.59,1.58,1.48,1001a2a87617b59d50cc24f324533090-ca016.shuffled
0.917993174,7278577,6681684,220154,0,4,0,0,0,0,449.55,450.21,447.38,08e151e72fe10402a49463171aa557e8-abw-V-nos6.mtx-w220
0.919415356,3897343,3583277,56283,1,45,5,0,2,5,806.43,806.7,805.13,96e38559d1e0f6d330dd3a976c7b1ab6-sokoban-p20.sas.ex.11
0.91956912,13925,12805,80,0,6,0,0,0,0,0.14,0.3,0.21,2322f9b6d3bbe605ef2afbe0536b9307-rphp5_080_shuffled
0.919569186,4548319,4182494,65370,1,45,6,0,3,6,877.5,877.72,875.35,a7dc4646f1472f466a2c33340eb24bd5-sokoban-p20.sas.ex.13
0.919706999,5199295,4781828,74400,2,45,5,0,3,8,960.22,960.6,958.05,793b70036f55b2ed4ce49bb7cd2647ce-sokoban-p20.sas.ex.15-sc2016
0.919925077,5850271,5381811,83111,0,45,0,0,0,0,1042.07,1042.37,1039.45,78e6490da1818f3555e816f6fbd43dcb-sokoban-p20.sas.ex.17-sc2016
0.920084408,6501247,5981696,91863,1,45,4,0,1,4,1130.5,1130.68,1127.07,b3a30f2c51edc9f0a2e8c56d8802c930-sokoban-p20.sas.ex.19
0.920117068,178699,164424,1537,0,3,0,23,3726,0,100.87,100.86,100.73,f52204f531ad0bebeed1ea6fcaaa39d2-een-tip-sat-nusmv-t5.B
0.920132411,170983,157327,1471,0,3,0,22,3564,0,97.58,97.6,97.42,924b11330949de74d5adbac047961865-een-tip-uns-nusmv-t5.B
0.920245216,7152223,6581799,100511,0,45,0,0,0,0,1214.37,1214.73,1210.81,0dd29074a3f1ffa57429990b5260d5fe-sokoban-p20.sas.ex.21
0.920298879,1606,1478,0,16,0,3,0,32,48,1.31,1.28,1.18,3bbfc193e8da14531eacad849af4d08c-ca032.shuffled
0.920636502,582308,536094,11227,0,9,0,0,0,0,21.49,21.51,21.3,849b95fcc6b5ad7e11b65227b7aa5c5b-atco_enc1_opt1_04_32-sc2014
0.920654849,7803199,7184053,108066,4,45,6,0,8,19,1293.51,1294.05,1289.28,3728eb69fc6046897251cc33e0b25a5a-sokoban-p20.sas.ex.23-sc2016
0.921436588,8019,7389,70,0,5,0,0,0,0,0.1,0.22,0.12,243f435dba26be37cedf28d94708b7e6-rphp4_070_shuffled
0.921568627,3264,3008,0,32,0,3,0,64,96,1.91,1.86,1.76,119fbc4bf0a3d1b60b24bc1bf7e24920-ca064.shuffled
0.922259338,6586,6074,0,64,0,3,0,128,192,4.58,4.58,4.48,1b0fa370f2dc3156bcb0e0e800712792-ca128.shuffled
0.922635237,13236,12212,0,128,0,3,0,256,384,11.79,11.71,11.6,fe99748953a104868ace9b036a6263fb-ca256.shuffled
0.923325183,10225,9441,56,0,6,0,0,0,0,0.12,0.25,0.16,b119165e8b1a21c5a2d9d382eefcf122-a_rphp056_05
0.92393736,15645,14455,85,0,6,0,0,0,0,0.15,0.34,0.24,e12874b16df577b301608d03731595d8-rphp5_085_shuffled
0.924073633,33572,31023,957,0,6,0,0,0,0,1.04,0.86,0.76,fca71c20202ef404349136c3a00465eb-em_8_4_5_fbc
0.924293585,56270,52010,530,0,8,0,0,0,0,2.65,2.26,2.15,7586d7569f2b20dead0a25013318f93b-magicSquare-8_glb
0.924781113,227629,210507,4554,62,4,14,0,302,850,6.3,6.35,6.21,6b6dd0a8429c4ac10d5a662f8d3fed95-HCP-446-60
0.924893314,7030,6502,12,0,10,0,0,0,0,0.09,0.19,0.09,8280ce94c7d37464d0ba08b73eda2e0a-clqcolor-12-08-10.shuffled-as.sat05-1259
0.925168407,221190,204638,4706,42,4,14,0,202,572,5.61,5.7,5.56,7f3b49026cf0ec9d2d76b0d9b2c61f8e-HCP-424-60
0.925849908,644099,596339,11604,0,9,0,0,0,0,45,44.97,44.75,055f942145df4b6c9fd0d10a3f1da98e-atco_enc1_opt1_15_240
0.925975236,7511,6955,153,0,10,0,0,0,0,0.1,0.3,0.21,bf37ac6f7ef02a90df19a316688f4889-C168_FW_UT_518
0.926058051,129507,119931,2625,0,6,0,0,0,0,3.47,3.49,3.37,81a1971681c723e7f066faea6c5109d7-em_11_3_4_fbc
0.92617808,7491,6938,142,0,10,0,0,0,0,0.1,0.3,0.21,8d2650d73ebb93cc35a5d4eee8b7a18d-C168_FW_UT_851
0.926261744,9154,8479,75,0,5,0,0,0,0,0.11,0.23,0.14,b1e490cbc1b45d92e14d11eb9c8d2f4d-rphp4_075_shuffled
0.926570685,239768,222162,8803,0,3,0,0,0,0,9.43,9.43,9.3,4a803244add25e6863bbd7b377099ea5-atco_enc2_opt1_10_21
0.927170036,6728,6238,35,0,6,0,0,0,0,0.14,0.19,0.1,88a3fd31ea2cbdbe596ead8e01b6cbd9-ae_rphp035_05
0.927639862,1618778,1501643,19028,0,27,0,0,0,0,37.26,37.27,36.93,358fa8d20aa467c7e9b9bf34f73d1dc9-patat-08-comp-3
0.927668707,12581,11671,132,0,16,0,0,0,0,0.53,0.43,0.33,43e9826f4a546e9da84b6bd8adaa6827-manthey_DimacsSorter_31_4
0.927855711,17465,16205,90,0,6,0,0,0,0,0.15,0.36,0.27,896bbb32a4480f400a7ae4917f7ee8d6-rphp5_090_shuffled
0.928223305,4514,4190,12,0,8,0,0,0,0,0.07,0.15,0.06,d4acb8ca0d73ed82d6ff7f11fcccfa0c-unsat-set-a-clqcolor-12-07-08.sat05-1251.reshuffled-07
0.929257642,4580,4256,12,0,8,0,0,0,0,0.08,0.16,0.06,c0ee301a9bae7b5ff51d87854d89d549-clqcolor-12-08-08.shuffled-as.sat05-1243
0.930080676,5206,4842,0,1,0,63,0,60,63,1.55,1.54,1.45,b7b244c2946ce36a0b72ba2bea8a7ebd-par32-2-c.shuffled-as.sat03-1533
0.930528753,10364,9644,80,0,5,0,0,0,0,0.11,0.25,0.16,65ff91568676064c74212779c46f6943-rphp4_080_shuffled
0.930644968,234244,217998,4942,40,4,14,0,200,560,5.88,5.92,5.78,10b460a4da6a4e199e946788a374032b-HCP-470-60
0.930719452,5254,4890,0,1,0,63,0,60,63,1.55,1.54,1.44,2035c51968baa1217ec6dafa13d012b1-par32-1-c.shuffled-as.sat03-1531-sc2002
0.930864058,247657,230535,4554,62,4,14,0,302,850,6.71,6.72,6.58,334aa882de28856fc8c75885285d2a3c-HCP-446-105
0.931093679,653583,608547,9945,0,11,0,0,0,0,23.09,23.07,22.85,883f7d87256be1601a9f96a1baa4954f-atco_enc1_opt1_18_18
0.931242917,5294,4930,0,1,0,63,0,60,63,1.61,1.56,1.47,514cdbe428d1c52d658cd4a63d9c2296-par32-3-c.shuffled
0.93139025,19385,18055,95,0,6,0,0,0,0,0.49,0.39,0.3,708e12bf9d10d6fbfd329fbb21aaf2e4-rphp5_095_shuffled
0.931615969,85868,79996,263,0,9,0,0,0,0,3.67,3.67,3.57,360d0e76b0c7a3c333cb2ffc5fc1d20b-magicSquare-9_glb
0.931656027,5326,4962,0,1,0,63,0,60,63,1.59,1.55,1.46,61fee64c8fc7f05b97a2bc14c0c2bf41-par32-4-c.shuffled
0.931962617,5350,4986,0,1,0,63,0,60,63,1.67,1.58,1.49,2ea58bf02696a704fcbc2b09ecc0b180-par32-5-c.shuffled
0.93198681,7278,6783,55,0,5,0,0,0,0,0.1,0.2,0.12,e7efa5b7f4a6358f6b4af4051938fe2c-a_rphp055_04
0.93334074,9001,8401,300,0,3,0,0,0,0,2.37,2.3,2.18,e7736f693835ebec4ced74ad3c146e81-WS_300_24_90_10.apx_0
0.933647502,15915,14859,528,0,3,0,0,0,0,0.73,0.63,0.54,c3d8096db125f4bade48cfd0dcf441f3-SE_PR_stb_531_83.apx_1
0.933967056,13781,12871,14,0,12,0,0,0,0,0.13,0.27,0.19,8f4dee531b15999a6366d201fc325043-clqcolor-14-09-12.shuffled-as.sat05-1260
0.934329127,11649,10884,85,0,5,0,0,0,0,0.12,0.27,0.18,ee4fb1a1a04befd91146ee6c8f06541c-rphp4_085_shuffled
0.934545455,1375,1285,10,0,5,0,0,0,0,0.05,0.11,0.02,1094358cc79c387e172b2a82559faf65-ccp-s5-facto2
0.934590052,79254,74070,495,0,6,0,0,0,0,1.35,1.39,1.28,8c70a8d5d537e2c49a58d3c3787ca602-w15
0.934594721,21405,20005,100,0,6,0,0,0,0,0.59,0.42,0.33,63696f1fd3ef4ecc240080d85f0acd43-rphp5_100_shuffled
0.935210749,16299,15243,528,0,3,0,0,0,0,0.75,0.63,0.53,89b778a6b654bd3107b4fc10b3a0fdee-stb_531_83.apx_0
0.936294943,255019,238773,4942,40,4,14,0,200,560,6.26,6.26,6.12,fb621b2b4a54ec0f01ac36daaa7f0f5b-HCP-470-105
0.936898578,11743,11002,96,0,15,0,0,0,0,0.12,0.39,0.3,f5b1b58194be004bb3e0f05e5544faf9-manthey_DimacsSorter_30_4
0.937235814,7807,7317,14,0,9,0,0,0,0,0.1,0.19,0.11,48190eebf1a75ee51a6752714dc66473-clqcolor-14-08-09.shuffled-as.sat05-1252
0.937735414,13009,12199,90,0,5,0,0,0,0,0.14,0.29,0.2,faea4b579b0010b32f001ac4b5b9415a-rphp4_090_shuffled
0.937776905,91638,85936,1693,0,4,0,0,0,0,2.02,1.99,1.88,b004a860aa472a75b393c9fa934d409f-6-3-8
0.937958977,7898,7408,14,0,9,0,0,0,0,0.1,0.2,0.11,4e42740ca851e345cc8c95efb204c2bb-clqcolor-14-09-09.shuffled-as.sat05-1244
0.938839405,59728,56075,1430,0,6,0,0,0,0,1.92,1.55,1.45,28c6dfee40643e055ca2a3db6ddcea68-em_9_3_5_fbc
0.939188998,670701,629915,20393,0,3,0,0,0,0,104.99,105.04,104.77,15749785b7435c5c3aa4d99022a90aed-SAT_dat.k100.debugged
0.939209726,4606,4326,0,13,0,6,0,48,75,0.68,0.66,0.57,7e6c50fca3fa82baa5934ea7b170c368-par32-2-c.debugged
0.939279276,280135,263125,486,0,9,0,0,0,0,4.62,4.59,4.43,56438fbbe8c1ec5d950209885cdd2b99-mp1-9_24
0.939279493,280136,263126,486,0,9,0,0,0,0,4.56,4.62,4.46,3544f7f4ae73749a944b8c87a13aaf48-mp1-9_22
0.939279926,280138,263128,486,0,9,0,0,0,0,4.54,4.57,4.41,9aaadc9d5e63938b3711ea6689579055-mp1-9_49
0.939280143,280139,263129,486,0,9,0,0,0,0,4.68,4.64,4.48,0bc5a5c4dadf09bf4d0409fc04be2337-mp1-9_9
0.93928036,280140,263130,486,0,9,0,0,0,0,4.58,4.59,4.43,49b9e423d2eb5e2c8999707c0a6f6195-mp1-9_31
0.939280793,280142,263132,486,0,9,0,0,0,0,4.57,4.62,4.46,d4e5e0a5b7a6d2bd19afbea61ffb85b8-mp1-9_1
0.93928101,280143,263133,486,0,9,0,0,0,0,4.57,4.57,4.41,cea8db050e344e2cd8181ff4c8727161-mp1-9_11
0.939281227,280144,263134,486,0,9,0,0,0,0,4.54,4.56,4.4,05b04d362b374569a4eb63c4e4e132b7-mp1-9_3
0.939528637,228571,214749,6911,0,3,0,0,0,0,17.25,17.3,17.16,0cca2c91974f5ad8064965cd97bcea74-SAT_dat.k35-31_2_rule_2
0.940803383,2838,2670,12,0,6,0,0,0,0,0.06,0.13,0.04,132c5c5610be000f972bd4d56fd5b812-ccp-s6-facto2
0.940805871,14444,13589,95,0,5,0,0,0,0,0.14,0.32,0.22,7143d6509c168869ea1d86638c9ca262-rphp4_095_shuffled
0.941114638,194072,182644,5714,0,3,0,0,0,0,14.14,14.1,13.96,e8ff1f9d887fd119423d61de79b92060-ibm-2002-31_1r3-k30
0.941572669,24646,23206,16,0,14,0,0,0,0,0.59,0.43,0.33,1d4ff0a38cdd4f8fb424b4fb0c7574e7-clqcolor-16-11-14.shuffled-as.sat05-1261
0.941603189,247856,233382,7237,0,3,0,0,0,0,20.17,20.16,20.02,5ccf191677e30ff4ffc68e94c062edde-een-pico-prop05-75
0.941720204,165306,155672,4817,0,3,0,0,0,0,11,11.04,10.91,0b311dd23febc7f287a8a6f42d211779-een-pico-prop05-50
0.941866243,10063,9478,65,0,5,0,0,0,0,0.11,0.24,0.16,49f527a4f7e4fe295aa756c1fefb9d45-a_rphp065_04
0.942217738,10903,10273,45,0,6,0,0,0,0,0.12,0.24,0.15,1bc64571a2d63584f376db792e8d4acb-ae_rphp045_05
0.942344462,13598,12814,56,0,6,0,0,0,0,0.13,0.27,0.19,6e8c0c5ccb66d98b738314d9e841ade0-e_rphp056_05
0.942528736,8613,8118,99,0,4,0,0,0,0,0.1,0.23,0.14,416e3f53389ce98c9b8b3ffcfa6a3570-289-sat-11x9
0.94292253,336893,317664,3178,0,5,0,0,0,0,7.9,7.96,7.79,8db318b63d0689c8396eadf97879a046-6-4-7
0.94293941,300067,282945,4554,62,4,14,0,302,850,7.64,7.66,7.48,e9674dde824d0e269ad80b9659b1b431-HCP-446-420
0.942962763,248329,234165,2678,0,5,0,0,0,0,5.78,5.78,5.64,0842eb01dc00232edc0b26ccb2f19f25-6-4-6-sc2018
0.943555236,15307,14443,16,0,11,0,0,0,0,0.14,0.29,0.2,4b8478b3e482d8bfd41f56a8bba9ba81-clqcolor-16-10-11.shuffled-as.sat05-1253
0.943587815,15954,15054,100,0,5,0,0,0,0,0.16,0.34,0.25,0a7c533c247dac95d79cc0ff3cd0fb9f-rphp4_100_shuffled
0.943994296,15427,14563,16,0,11,0,0,0,0,0.14,0.29,0.21,cdc22f17d9798c33698e448e234139da-clqcolor-16-11-11.shuffled-as.sat05-1245
0.944635938,126201,119214,125,103,5,23,0,2266,2369,18.38,18.39,18.27,1335cf5a529c51c86733b20450a41ac1-p01_lb_05
0.944852283,22340,21108,244,0,5,0,0,0,0,0.62,0.45,0.36,64cb3656e0c03b3db7033ee9b987f280-em_8_4_5_cmp
0.946120075,17539,16594,105,0,5,0,0,0,0,0.52,0.37,0.27,801b1e85dd09faed4459f29dc2ed8557-rphp4_105_shuffled
0.946452477,5229,4949,14,0,7,0,0,0,0,0.08,0.16,0.07,87e7a6c2b244548a47f7c724d02dd51b-ccp-s7-facto2
0.946922268,790501,748543,4760,0,6,0,0,0,0,20.6,20.63,20.42,ef7c01b088be93a5cddad67853b35e03-6-5-6
0.947371191,19001,18001,500,0,3,0,0,0,0,3.02,2.96,2.84,cfc5b08fa24149afb9a67426dbe871e9-WS_500_32_30_10.apx_0
0.947444528,309121,292875,4942,40,4,14,0,200,560,7.2,7.26,7.1,88a3bb7820b1ca7f189765bb1208f34a-HCP-470-420
0.947957178,241186,228634,6270,0,4,0,0,0,0,4.74,4.75,4.6,f4a15cbf0cc8bc993e29f82e7d8e9563-HCP-529-60
0.947978094,228250,216376,5931,0,4,0,0,0,0,4.38,4.44,4.29,715f24a25c666b1a4c9991b16b880ea6-HCP-506-60
0.948434814,19199,18209,110,0,5,0,0,0,0,0.52,0.38,0.3,1db1c0c68b0081e470d397723d1c5ac4-rphp4_110_shuffled
0.948453608,10670,10120,110,0,4,0,0,0,0,0.12,0.27,0.17,7157b954177f0acb22dc454c5f6e7f54-289-sat-11x10
0.948453608,11058,10488,114,0,4,0,0,0,0,0.39,0.28,0.18,26b2991ea06cd96439285f58962e0e19-289-sat-6x19
